dataset,graph_id,label,num_nodes_in_graph,cascade_size,num_valid_times,lifetime,mean_interarrival,median_interarrival,std_interarrival,burstiness,t25,t50,t75
gossipcop,78,0,113,112,112,913711.0,8231.63063063063,59.0,76650.41510226838,0.8060454231620815,2220.0,7547.0,13791.0
gossipcop,79,0,84,83,83,496481.0,6054.6463414634145,122.5,18766.759880152884,0.5121431648630298,2956.0,13282.0,51549.0
gossipcop,80,0,18,17,17,260782.0,16298.875,231.5,34843.65985347083,0.3626098101434304,331.0,1394.0,3528.0
gossipcop,81,0,60,59,59,87360.0,1506.2068965517242,58.0,7924.398199186028,0.6805704657843286,3170.0,4303.0,5099.0
gossipcop,82,0,81,80,80,25684241.0,325116.9746835443,369.0,2021811.8467999643,0.7229426204088832,16995.0,17222.0,78036.0
gossipcop,83,0,75,74,74,11614776.0,159106.5205479452,101.0,446096.3992446214,0.47420438552253197,1016.0,2816.0,39164.0
gossipcop,84,0,55,54,54,15466284.0,291816.679245283,46.0,1777847.9594979354,0.7180058316863492,6130.0,6248.0,11414.0
gossipcop,85,0,108,107,107,2569961.0,24244.915094339623,208.0,227289.58859872923,0.8072239415398523,6117.0,21982.0,29457.0
gossipcop,86,0,91,90,90,253433.0,2847.561797752809,194.0,15801.847287796929,0.6946217668677549,7183.0,19270.0,22314.0
gossipcop,87,0,142,141,141,309441.0,2210.292857142857,53.0,17891.500510216905,0.7800899833413059,3434.0,7387.0,26892.0
gossipcop,88,0,71,70,70,950834.0,13780.202898550724,357.0,80512.49572556319,0.707714317235022,25363.0,26740.0,40659.0
gossipcop,89,0,67,66,66,90208.0,1387.8153846153846,37.0,6506.076019069956,0.6483824482390347,2051.0,14974.0,15157.0
gossipcop,90,0,56,55,55,334379.0,6192.2037037037035,30.5,38140.08837915319,0.7206459033460081,1136.0,16206.0,16287.0
gossipcop,91,0,24,23,23,383545.0,17433.863636363636,416.0,61980.489595367064,0.5609392275602446,717.0,2081.0,25049.0
gossipcop,92,0,33,32,32,335272.0,10815.225806451614,737.0,29458.668228345305,0.46291631014834644,1460.0,5000.0,35103.0
gossipcop,93,0,51,50,50,191879.0,3915.8979591836733,184.0,12286.41426119724,0.5166247994828961,1226.0,3653.0,5357.0
gossipcop,94,0,41,40,40,47561.0,1219.5128205128206,32.0,5668.457773670622,0.6459006890817334,1765.0,1878.0,1984.0
gossipcop,95,0,169,168,168,213444.0,1278.1077844311378,32.0,5653.249035646776,0.6312099297127887,1862.0,6495.0,33132.0
gossipcop,96,0,39,38,38,122062.0,3298.972972972973,304.0,7123.400867436035,0.36694403338663767,986.0,4074.0,23241.0
gossipcop,97,0,93,92,92,284496.0,3126.3296703296705,361.0,11802.018331815296,0.5811553066849102,10459.0,11378.0,44181.0
gossipcop,98,0,89,88,88,186819.0,2147.344827586207,39.0,7379.534807360688,0.5492029059107185,1862.0,4740.0,7017.0
gossipcop,99,0,60,59,59,1369558.0,23613.068965517243,28.0,92638.43278907484,0.5937589001583027,2737.0,18985.0,19242.0
gossipcop,100,0,27,26,26,4062872.0,162514.88,5274.0,693271.4543582086,0.6201975341850323,1290.0,24317.0,125157.0
gossipcop,101,0,63,62,62,2477894.0,40621.2131147541,41.0,212779.75659985206,0.6793918100589441,5690.0,6253.0,16084.0
gossipcop,102,0,96,95,95,69711.0,741.6063829787234,64.5,1739.4213406718882,0.4021780765210349,539.0,1771.0,26213.0
gossipcop,103,0,124,123,123,789244.0,6469.213114754099,1.5,63306.27628328981,0.8145706129598151,7098.0,34068.0,34075.0
gossipcop,104,0,127,126,126,2645703.0,21165.624,73.0,217436.5279748061,0.8225864785810073,2548.0,7255.0,29060.0
gossipcop,105,0,181,180,180,11804783.0,65948.50837988827,236.0,845439.2477509627,0.8552789239568853,12312.0,42441.0,75280.0
gossipcop,106,0,40,39,39,130822.0,3442.684210526316,26.5,12824.224745431187,0.5767254590472781,9225.0,25082.0,25215.0
gossipcop,107,0,73,72,72,1684080.0,23719.436619718308,69.0,169668.22741495623,0.7546954534239021,5364.0,22518.0,34942.0
gossipcop,108,0,171,170,170,541606.0,3204.769230769231,105.0,22131.876048363327,0.7470249754486084,18905.0,29585.0,31951.0
gossipcop,109,0,55,54,54,10845748.0,204636.75471698114,102.0,917669.8298930605,0.6353282471596928,1075.0,1881.0,5802.0
gossipcop,110,0,63,62,62,1872606.0,30698.45901639344,48.0,140683.6759738919,0.6417542701503449,6342.0,12075.0,21963.0
gossipcop,111,0,61,60,60,147115.0,2493.4745762711864,23.0,15012.75644171207,0.7151329062538055,2512.0,10353.0,10458.0
gossipcop,112,0,103,102,102,2571515.0,25460.544554455446,185.0,166450.7582751927,0.7346634181619232,6311.0,22925.0,30238.0
gossipcop,113,0,117,116,116,2575404.0,22394.817391304347,37.0,100675.88246408956,0.6360658155415075,8371.0,8606.0,37906.0
gossipcop,114,0,60,59,59,29663.0,511.4310344827586,57.0,1810.1899701419125,0.559419015020981,3586.0,5584.0,5771.0
gossipcop,115,0,49,48,48,32646.0,694.5957446808511,14.0,1560.0367379685902,0.38385013963373343,693.0,1111.0,1584.0
gossipcop,116,0,20,19,19,22947268.0,1274848.2222222222,345.0,5249180.669966965,0.609183759517522,337.0,1370.0,5197.0
gossipcop,117,0,15,14,14,51491.0,3960.846153846154,264.0,8429.155216784127,0.3606383025533652,701.0,1123.0,3301.0
gossipcop,118,0,89,88,88,240171.0,2760.5862068965516,177.0,8550.69992638463,0.5118881841784406,4122.0,25146.0,31965.0
gossipcop,119,0,65,64,64,265819.0,4219.349206349207,72.0,25031.120282090204,0.7115021208109626,7690.0,8940.0,13873.0
gossipcop,120,0,71,70,70,774534.0,11225.130434782608,18.0,84190.8157981089,0.7647116466804348,1470.0,6202.0,7263.0
gossipcop,121,0,19,18,18,543508.0,31971.058823529413,493.0,79021.1010207144,0.4239041952441568,525.0,1425.0,64790.0
gossipcop,122,0,113,112,112,4022325.0,36237.16216216216,40.0,328981.2315280363,0.801558942330266,1183.0,3055.0,8839.0
gossipcop,123,0,103,102,102,170650.0,1689.6039603960396,33.0,7887.916146250627,0.6471729755548145,2020.0,4884.0,5681.0
gossipcop,124,0,110,109,109,704118.0,6519.611111111111,249.0,49319.89743629383,0.7664875182210357,10888.0,14321.0,46894.0
gossipcop,125,0,113,112,112,3808475.0,34310.585585585584,173.0,348627.76990075305,0.8208036092806086,8594.0,10370.0,35872.0
gossipcop,126,0,89,88,88,66042786.0,759112.4827586206,34.0,4729217.16108049,0.7233721252108981,19079488.0,19095241.0,66006023.0
gossipcop,127,0,44,43,43,615828.0,14662.57142857143,23.5,88146.65935169604,0.7147615770045102,2157.0,5369.0,5503.0
gossipcop,128,0,89,88,88,689435.0,7924.540229885058,451.0,30497.928711957575,0.5875048924169931,3816.0,19372.0,74093.0
gossipcop,129,0,171,170,170,6709189.0,39699.34319526627,3921.0,188736.95129107987,0.6524252568136528,228883.0,1095240.0,2134360.0
gossipcop,130,0,91,90,90,160816.0,1806.9213483146068,74.0,7712.019479649158,0.6203524360596046,749.0,1675.0,27109.0
gossipcop,131,0,59,58,58,153492.0,2692.842105263158,85.0,12937.863496430244,0.6554420288011283,841.0,1127.0,5974.0
gossipcop,132,0,69,68,68,1392213.0,20779.298507462685,53.0,156747.08003326782,0.7659018487475626,4517.0,10392.0,1323527.0
gossipcop,133,0,109,108,108,365222.0,3413.2897196261683,223.0,14154.950858736982,0.6114249797068536,6132.0,24061.0,27477.0
gossipcop,134,0,36,35,35,73048.0,2148.470588235294,497.0,3790.939292539935,0.2765373559452444,928.0,3891.0,35079.0
gossipcop,135,0,73,72,72,251151.0,3537.3380281690143,220.0,14082.303639718535,0.5984778697723524,7354.0,12660.0,21528.0
gossipcop,136,0,63,62,62,1059782.0,17373.475409836065,52.0,85039.21614936591,0.6607163595579765,3678.0,15356.0,15448.0
gossipcop,137,0,86,85,85,5096477.0,60672.34523809524,72.0,398769.8700391736,0.7358869375924454,1799.0,7398.0,8260.0
gossipcop,138,0,57,56,56,136399.0,2479.981818181818,28.0,8547.720067077767,0.550226902398089,4576.0,4707.0,10766.0
gossipcop,139,0,117,116,116,847211.0,7367.052173913044,417.0,35730.22604945432,0.6581198406205326,44456.0,166742.0,199076.0
gossipcop,140,0,53,52,52,1274844.0,24996.941176470587,46.0,145323.3466644009,0.7064713605953392,10678.0,24238.0,24393.0
gossipcop,141,0,122,121,121,111739.0,931.1583333333333,23.5,3475.186436235792,0.577355662333074,1348.0,2641.0,4909.0
gossipcop,142,0,155,154,154,65231.0,426.34640522875816,36.0,1112.9630141442665,0.4460549648264829,1615.0,4317.0,28511.0
gossipcop,143,0,35,34,34,180180.0,5460.0,208.0,19123.514261164702,0.5557998793829634,494.0,2397.0,5412.0
gossipcop,144,0,117,116,116,1734813.0,15085.330434782609,14.0,127242.98311216268,0.7880206677246001,3771.0,15866.0,16017.0
gossipcop,145,0,31,30,30,111163.0,3833.206896551724,256.0,9296.449724192305,0.41609944459697457,727.0,3483.0,7133.0
gossipcop,146,0,97,96,96,1564880.0,16472.42105263158,136.0,113142.93405391244,0.7458260861285884,3037.0,28098.0,30889.0
gossipcop,147,0,81,80,80,655171.0,8293.303797468354,143.0,37064.540176427196,0.6343166662753488,1144.0,4440.0,28824.0
gossipcop,148,0,62,61,61,2839207.0,47320.11666666667,98.5,203612.8638618798,0.6228465738780521,6735.0,6914.0,19203.0
gossipcop,149,0,7,6,6,55123.0,11024.6,10203.0,5026.683224552747,-0.37367210406408985,10203.0,26323.0,39003.0
gossipcop,150,0,96,95,95,2813585.0,29931.755319148935,563.5,101799.6018306896,0.5455636992321745,5875.0,12704.0,39158.0
gossipcop,151,0,89,88,88,187059.0,2150.103448275862,31.0,10003.88480637315,0.6461896452049922,1931.0,4975.0,5994.0
gossipcop,152,0,83,82,82,115827.0,1429.962962962963,58.0,5552.549996872073,0.5904159516241712,9149.0,9371.0,29882.0
gossipcop,153,0,97,96,96,257272.0,2708.1263157894737,288.0,9055.506493715773,0.5395765305422906,6827.0,19004.0,39050.0
gossipcop,154,0,108,107,107,4490716.0,42365.24528301887,327.0,412083.70408366935,0.8135533360037105,6426.0,9772.0,116186.0
gossipcop,155,0,182,181,181,157716.0,876.2,104.5,2113.468214412825,0.413848001075205,14631.0,41319.0,50042.0
gossipcop,156,0,149,148,148,2776472.0,18887.56462585034,181.0,178196.28187078526,0.8083296529716071,6081.0,11916.0,44856.0
gossipcop,157,0,69,68,68,119470.0,1783.134328358209,61.0,5753.990614945532,0.5268396525806803,2829.0,8897.0,11982.0
gossipcop,158,0,91,90,90,503832.0,5661.033707865168,370.0,45613.210855512305,0.7791860706648596,10576.0,12607.0,32935.0
gossipcop,159,0,72,71,71,465672.0,6652.457142857143,125.5,24195.8802128944,0.5686991447131059,118649.0,118770.0,138567.0
gossipcop,160,0,61,60,60,1806271.0,30614.762711864405,145.0,118554.91210167219,0.5895310122498674,631.0,3156.0,31314.0
gossipcop,161,0,34,33,33,60113389.0,1878543.40625,209.0,10371037.25217817,0.6932885363781834,59917753.0,59918301.0,59927540.0
gossipcop,162,0,94,93,93,988122.0,10740.45652173913,154.5,20386.266083158214,0.30988837738739167,52926.0,54002.0,81273.0
gossipcop,163,0,125,124,124,2659557.0,21622.414634146342,143.0,219819.93114720008,0.8208896242771936,1505.0,8823.0,29760.0
gossipcop,164,0,50,49,49,181700.0,3785.4166666666665,789.5,9280.443725547586,0.42056373586811957,10624.0,20474.0,42782.0
gossipcop,165,0,47,46,46,194529.0,4322.866666666667,23.0,23986.01587184592,0.6945929136704241,1923.0,13935.0,14099.0
gossipcop,166,0,141,140,140,1490157.0,10720.553956834532,130.0,84162.05117032693,0.7740248817479903,4551.0,13203.0,27547.0
gossipcop,167,0,59,58,58,698380.0,12252.280701754386,183.0,54333.86465333403,0.631987085709322,2018.0,4192.0,43960.0
gossipcop,168,0,138,137,137,12530355.0,92134.96323529411,37.0,852497.9616776943,0.8049295958135679,9669.0,19264.0,19466.0
gossipcop,169,0,56,55,55,113559.0,2102.9444444444443,1203.5,3374.233561350371,0.23210659130685762,12356.0,24617.0,54909.0
gossipcop,170,0,54,53,53,121303.0,2332.75,29.0,8301.391866323938,0.5612716043619237,7534.0,15817.0,15879.0
gossipcop,171,0,104,103,103,2032811.0,19929.519607843136,208.0,139543.79891729055,0.7500582568650548,1338069.0,1340264.0,1362701.0
gossipcop,172,0,31,30,30,40660.0,1402.0689655172414,154.0,5701.158042865196,0.6052304216484492,817.0,1722.0,3195.0
gossipcop,173,0,49,48,48,1751104.0,37257.53191489362,73.0,177582.54686283652,0.653160321604242,1230.0,4496.0,33001.0
gossipcop,174,0,172,171,171,10482509.0,61661.81764705882,338.5,681290.7396700479,0.8340087343672998,31270.0,42804.0,73706.0
gossipcop,175,0,106,105,105,6628776.0,63738.230769230766,489.0,365615.13029614347,0.7030966260002057,14440.0,16406.0,4529168.0
gossipcop,176,0,105,104,104,24088668.0,233870.56310679612,91.0,2337725.8805036186,0.8181125474116369,2952.0,11636.0,27956.0
gossipcop,177,0,90,89,89,1361215.0,15468.352272727272,563.5,91198.38547601992,0.7099685881617026,19131.0,37122.0,114728.0
gossipcop,178,0,31,30,30,935105.0,32245.0,191.0,152203.27884138687,0.6503626902614956,827.0,3850.0,90247.0
gossipcop,179,0,129,128,128,96117.0,756.8267716535433,260.0,1446.479234111693,0.3130080255096588,7047.0,9324.0,36599.0
gossipcop,180,0,136,135,135,217307.0,1621.6940298507463,41.0,9925.463069935375,0.7191180451020651,6856.0,25736.0,26946.0
gossipcop,181,0,36,35,35,185792.0,5464.470588235294,157.5,21178.69161547173,0.5898031512584502,1992.0,3111.0,6199.0
gossipcop,182,0,83,82,82,1032230.0,12743.58024691358,265.0,41709.03914846283,0.5319387611316402,12608.0,21629.0,157671.0
gossipcop,183,0,64,63,63,3303978.0,53289.967741935485,151.0,397234.2923476046,0.7634313067565139,2279.0,5955.0,37649.0
gossipcop,184,0,134,133,133,4126971.0,31264.93181818182,7133.0,84488.86643151105,0.4598029215293628,271662.0,1364853.0,2512640.0
gossipcop,185,0,92,91,91,237435.0,2638.1666666666665,581.0,18146.970627658797,0.7461487379843375,12617.0,15847.0,34421.0
gossipcop,186,0,61,60,60,563244.0,9546.50847457627,212.0,44245.58528868235,0.6450590483950717,1409.0,3185.0,7992.0
gossipcop,187,0,74,73,73,314841.0,4372.791666666667,26.5,28916.273981453527,0.737283604599242,2627.0,6972.0,7123.0
gossipcop,188,0,63,62,62,82323.0,1349.5573770491803,105.0,4765.163653029191,0.5585874251954605,8422.0,20406.0,20588.0
gossipcop,189,0,68,67,67,7321859.0,110937.25757575757,310.5,377310.68697898666,0.5455699965027959,2998.0,3146.0,2910165.0
gossipcop,190,0,75,74,74,229590.0,3145.068493150685,239.0,10757.519321582127,0.5475563923692248,4422.0,26206.0,34052.0
gossipcop,191,0,149,148,148,15022959.0,102197.0,162.0,855846.9202331521,0.7866548749140246,9071.0,21961.0,34787.0
gossipcop,192,0,13,12,12,39014.0,3546.7272727272725,721.0,6645.777881699972,0.3040519050045893,291.0,1397.0,9959.0
gossipcop,193,0,145,144,144,4532536.0,31696.055944055945,35.0,363793.2974792252,0.8397122164240282,6810.0,7241.0,25939.0
gossipcop,194,0,50,49,49,162673.0,3389.0208333333335,30.0,15312.150682395968,0.6375605848561012,11879.0,24317.0,24432.0
gossipcop,195,0,90,89,89,4721432.0,53652.63636363636,68.5,474662.41697986075,0.7968915100030179,2158.0,20104.0,21731.0
gossipcop,196,0,54,53,53,461315.0,8871.442307692309,16.0,53154.84451885448,0.7139457232866181,11003.0,24063.0,24185.0
gossipcop,197,0,137,136,136,26036906.0,192865.97037037037,423.0,904876.2469127493,0.6486133678128766,21142866.0,21156394.0,21180293.0
gossipcop,198,0,58,57,57,330898.0,5908.892857142857,40.5,37431.046273056054,0.7273234353471628,2293.0,19946.0,20099.0
gossipcop,199,0,53,52,52,132102.0,2590.235294117647,27.0,8311.614754486014,0.5248081229204925,5546.0,16393.0,16473.0
gossipcop,200,0,94,93,93,236561.0,2571.3152173913045,4.5,14504.247080356474,0.6988309758056455,1593.0,2770.0,26824.0
gossipcop,201,0,94,93,93,353137.0,3838.445652173913,128.0,18422.192063994407,0.6551360566471124,7022.0,42493.0,72346.0
gossipcop,202,0,33,32,32,201159.0,6489.0,672.0,13790.01417108444,0.3600280619900573,2429.0,8901.0,37564.0
gossipcop,203,0,25,24,24,84072.0,3655.304347826087,222.0,8592.605544176178,0.4031137753204804,294.0,1417.0,14710.0
gossipcop,204,0,101,100,100,466864.0,4715.79797979798,204.0,19678.402445515556,0.6133672842251097,11148.0,21559.0,27420.0
gossipcop,205,0,54,53,53,677568.0,13030.153846153846,42.5,88963.25185551112,0.7444902686303545,1742.0,6210.0,6393.0
gossipcop,206,0,103,102,102,249353.0,2468.841584158416,232.0,9162.12906937112,0.57547110078741,5752.0,30431.0,38820.0
gossipcop,207,0,33,32,32,102146.0,3295.032258064516,80.0,8955.948686204447,0.46207862487845275,496.0,2058.0,5764.0
gossipcop,208,0,22,21,21,505612.0,25280.6,1598.5,47188.83661566579,0.30231001700556703,1062.0,7152.0,32842.0
gossipcop,209,0,22,21,21,167245.0,8362.25,391.5,26987.331735232736,0.5268826622825135,1516.0,4406.0,16512.0
gossipcop,210,0,67,66,66,1185055.0,18231.615384615383,468.0,125155.52841788398,0.7457008361959213,2681.0,19883.0,38461.0
gossipcop,211,0,59,58,58,134401.0,2357.9122807017543,40.0,7698.713429267876,0.5310728769861168,71969.0,79724.0,88774.0
