dataset,graph_id,label,num_nodes_in_graph,cascade_size,num_valid_times,lifetime,mean_interarrival,median_interarrival,std_interarrival,burstiness,t25,t50,t75
politifact,100,0,77,76,76,294099154.0,3921322.053333333,505722.0,6708871.940393996,0.26222944649039726,119358135.0,190810076.0,276612444.0
politifact,101,0,16,15,15,143681392.0,10262956.57142857,1405239.0,19233381.56482054,0.30411995387210083,76177541.0,113458557.0,115167877.0
politifact,102,0,16,15,15,10179301.0,727092.9285714285,6599.0,2027892.9831225057,0.47216214392590683,39678.0,52637.0,95591.0
politifact,103,0,314,313,313,82938039.0,265827.04807692306,233.5,1664950.1662455364,0.7246424433590533,11830174.0,11844631.0,11882469.0
politifact,104,0,95,94,94,83114533.0,893704.6559139785,23392.0,1859651.2620045885,0.35082518747551866,14156457.0,43644095.0,45242822.0
politifact,105,0,24,23,23,61189036.0,2781319.8181818184,2049.0,10356219.336879266,0.576584353377878,3583.0,76827.0,89267.0
politifact,106,0,279,278,278,42631291.0,153903.57761732853,283.0,2029328.1489547899,0.8590130623843839,17573.0,37617.0,98770.0
politifact,107,0,170,169,169,34076836.0,202838.30952380953,541.0,935190.7985365172,0.6435270274070054,31799268.0,31861295.0,31876314.0
politifact,108,0,333,332,332,305126527.0,921832.4078549849,32.0,8024844.125882354,0.7939274088252068,126786637.0,126811422.0,126815631.0
politifact,109,0,8,7,7,15123233.0,2520538.8333333335,12904.0,3556227.7755192798,0.1704342142541986,7691302.0,15122132.0,15122888.0
politifact,110,0,40,39,39,250038535.0,6579961.447368421,440224.0,16727904.387894608,0.4353870496874545,9110584.0,21087952.0,47296459.0
politifact,111,0,52,51,51,4852613.0,97052.26,1229.5,385107.2294891806,0.59742673486393,20035.0,34941.0,105243.0
politifact,112,0,55,54,54,37764321.0,712534.358490566,19338.0,2543670.658519269,0.5623528894719998,63707.0,1756924.0,6075952.0
politifact,113,0,5,4,4,52348167.0,17449389.0,6094424.0,20497436.269946072,0.08032417068523857,0.0,6094424.0,6123332.0
politifact,114,0,9,8,8,289907490.0,41415355.71428572,546665.0,99589429.26141798,0.41256808098502573,2086549.0,287438093.0,287987318.0
politifact,115,0,67,66,66,292423681.0,4498825.861538461,5873.0,16146140.620752016,0.5641721321855754,112349016.0,287088734.0,287099641.0
politifact,116,0,46,45,45,516182.0,11731.40909090909,1106.0,32339.696428775766,0.4676144856103452,7805.0,38607.0,67837.0
politifact,117,0,77,76,76,286702050.0,3822694.0,25259.0,7357535.039239777,0.3161689288147299,71021692.0,71024602.0,134276894.0
politifact,118,0,90,89,89,1765494.0,20062.43181818182,566.0,68568.13128391409,0.547279603874989,8810.0,23950.0,66088.0
politifact,119,0,92,91,91,16940293.0,188225.47777777776,174.0,1298957.2705344104,0.7468697401292533,1228073.0,3151732.0,16888635.0
politifact,120,0,116,115,115,62022554.0,544057.4912280702,112.5,2952293.5321780783,0.6887855437935698,1406620.0,1436102.0,1436926.0
politifact,121,0,139,138,138,4059493.0,29631.33576642336,737.0,280967.37979790533,0.80919859431752,45080.0,79310.0,176637.0
politifact,122,0,141,140,140,224252656.0,1613328.4604316547,5331.0,9934181.17521439,0.7205755160486784,171768.0,1374412.0,7618397.0
politifact,123,0,370,369,369,321894899.0,874714.3994565217,302.5,5454732.428346621,0.7236047878262619,198910212.0,200745317.0,202708954.0
politifact,124,0,58,57,57,335860.0,5997.5,151.5,29199.61765405255,0.6592050486094587,5575.0,25907.0,27260.0
politifact,125,0,26,25,25,81660.0,3402.5,946.5,6603.494018320907,0.3199076486014192,8582.0,31606.0,52612.0
politifact,126,0,357,356,356,300392948.0,846177.3183098591,3692.0,4638384.024425463,0.6914330005878485,216681635.0,272922750.0,292108273.0
politifact,127,0,308,307,307,257003863.0,839881.9052287581,605.5,8496401.41452106,0.8200821726452783,242218917.0,242249020.0,249512667.0
politifact,128,0,3,2,2,25588.0,25588.0,25588.0,0.0,-1.0,0.0,0.0,25588.0
politifact,129,0,250,249,249,308915828.0,1245628.3387096773,6399.0,3935890.387653046,0.5192033824476507,214525135.0,283322143.0,295332347.0
politifact,130,0,253,252,252,159276847.0,634569.1115537848,2500.0,1935916.0594936626,0.5062651061354273,61396909.0,79293473.0,87773707.0
politifact,131,0,226,225,225,1229137.0,5487.21875,175.5,69065.1197269223,0.8527955296345648,5975.0,25509.0,39179.0
politifact,132,0,22,21,21,63027060.0,3151353.0,616.0,13708555.264056599,0.6261719873389435,131.0,2096.0,76713.0
politifact,133,0,60,59,59,289872878.0,4997808.24137931,1512.5,10672568.08271287,0.36213296502707387,92395530.0,259141665.0,276610980.0
politifact,134,0,177,176,176,64129664.0,366455.22285714286,740.0,1743842.9885889746,0.6526981628762095,52647.0,5618640.0,51127090.0
politifact,135,0,385,384,384,161398034.0,421404.78851174936,307.0,3851513.340546681,0.8027555053554892,132545767.0,132614506.0,155649749.0
politifact,136,0,95,94,94,83114533.0,893704.6559139785,23392.0,1859651.2620045885,0.35082518747551866,14156457.0,43644095.0,45242822.0
politifact,137,0,25,24,24,199650487.0,8680455.956521738,1723099.0,12928370.268375149,0.19658237183466828,37975419.0,164158608.0,199511779.0
politifact,138,0,10,9,9,315617207.0,39452150.875,3633.0,66833505.46826856,0.2576204121545392,1536.0,7341.0,128205289.0
politifact,139,0,79,78,78,274563819.0,3565763.883116883,68367.0,7139268.096162833,0.3338153701887766,79031295.0,181102679.0,243024207.0
politifact,140,0,96,95,95,2704803.0,28774.5,470.0,229487.45894547267,0.7771681116530583,794.0,29194.0,110987.0
politifact,141,0,460,459,459,357595027.0,780775.1681222707,5799.5,3710043.2721863003,0.6522793435093215,200743899.0,336705126.0,336872798.0
politifact,142,0,12,11,11,120124.0,12012.4,2244.5,26023.558934934324,0.36836612845497907,90170.0,91287.0,115635.0
politifact,143,0,56,55,55,209655224.0,3882504.1481481483,8196.5,26720863.390266143,0.7462694820578349,5687778.0,8785413.0,209555120.0
politifact,144,0,185,184,184,114752231.0,627061.3715846995,88493.0,1818623.0536913509,0.4872099072929889,36979141.0,93319863.0,107504829.0
politifact,145,0,58,57,57,756987.0,13517.625,372.0,72146.94165891147,0.6844056877373161,3643.0,12868.0,42433.0
politifact,146,0,19,18,18,163440604.0,9614153.176470589,994958.0,15601254.139442656,0.23743820149173855,21555579.0,76012689.0,163412644.0
politifact,147,0,40,39,39,250038535.0,6579961.447368421,440224.0,16727904.387894608,0.4353870496874545,9110584.0,21087952.0,47296459.0
politifact,148,0,303,302,302,38973193.0,129479.04651162791,10.0,1477993.1151173282,0.8389035286553038,8622.0,12446.0,23128.0
politifact,149,0,11,10,10,20915552.0,2323950.222222222,25323.0,5850833.041611934,0.431434413067916,219482.0,695358.0,19554200.0
politifact,150,0,85,84,84,320779638.0,3864814.9156626505,513389.0,7550485.795136853,0.3228711159564421,210967986.0,272973014.0,299438750.0
politifact,151,0,29,28,28,261966969.0,9702480.333333334,11520.0,22224920.099408336,0.3922160776119183,82739805.0,166978933.0,166978940.0
politifact,152,0,75,74,74,5450479.0,74664.09589041096,77.0,629382.8880565593,0.7879002464527716,1321.0,2583.0,5875.0
politifact,153,0,58,57,57,147848.0,2640.1428571428573,485.0,5099.768711242036,0.3177847488782659,62970.0,87114.0,88726.0
politifact,154,0,4,3,3,19866374.0,9933187.0,9933187.0,9560849.0,-0.01910009810179893,0.0,372338.0,19866374.0
politifact,155,0,271,270,270,55698644.0,207058.156133829,338.0,2525143.6652259137,0.8484312875314739,44819.0,369980.0,518783.0
politifact,156,0,124,123,123,256398961.0,2101630.8278688523,2413.0,5092446.482601477,0.4157330433994312,152136347.0,182694556.0,234097394.0
politifact,157,1,109,108,108,1399974.0,13083.869158878504,580.0,64059.83153564645,0.6607922865746808,31927.0,48104.0,99263.0
politifact,158,1,116,115,115,20516183.0,179966.51754385966,369.5,1654961.64268684,0.8038435275621548,1441780.0,1665876.0,1707180.0
politifact,159,1,45,44,44,96981100.0,2255374.418604651,60052.0,4265104.521458494,0.30821817251883954,64074871.0,64132343.0,85700600.0
politifact,160,1,195,194,194,24062902.0,124678.24870466322,482.0,1272099.0547568882,0.8214772700047739,214572.0,304593.0,332087.0
politifact,161,1,348,347,347,86356242.0,249584.51445086705,3171.0,1261135.3270061866,0.6695819997834295,11033062.0,47711300.0,53845592.0
politifact,162,1,199,198,198,419210.0,2127.9695431472082,790.0,5688.792640328537,0.4555368339987029,90805.0,134774.0,223215.0
politifact,163,1,104,103,103,32427198.0,317913.70588235295,1197.5,2594014.9902267284,0.7816473278984138,103951.0,143326.0,282671.0
politifact,164,1,122,121,121,3884106.0,32367.55,898.5,185733.31110752365,0.7031873250235101,178160.0,204820.0,305166.0
politifact,165,1,23,22,22,15246578.0,726027.5238095238,2117.0,3122008.3641535346,0.6226503364583518,2074.0,25897.0,139601.0
politifact,166,1,198,197,197,16847456.0,85956.40816326531,1762.5,521640.59861641773,0.7170611204329601,192807.0,277679.0,866954.0
politifact,167,1,290,289,289,2604578.0,9043.673611111111,546.5,99478.42195915528,0.8333302805555304,61977.0,127360.0,194524.0
politifact,168,1,47,46,46,5965395.0,132564.33333333334,4666.0,666172.952242784,0.6680652431601044,38334.0,76574.0,170583.0
politifact,169,1,371,370,370,5824453.0,15784.425474254742,531.0,173413.36343288605,0.8331436581216939,74196.0,141228.0,254296.0
politifact,170,1,95,94,94,235359.0,2530.7419354838707,197.0,9195.302990912971,0.5683554086021205,159984.0,168771.0,185666.0
politifact,171,1,71,70,70,531167.0,7698.072463768116,1473.0,23598.495379645603,0.5080564423368132,76881.0,123204.0,227764.0
politifact,172,1,3,2,2,25748.0,25748.0,25748.0,0.0,-1.0,0.0,0.0,25748.0
politifact,173,1,231,230,230,1169093.0,5105.209606986899,395.0,22730.427128812345,0.633188947287768,127243.0,177836.0,203781.0
politifact,174,1,169,168,168,41047420.0,245792.93413173652,859.0,2773692.875877152,0.8371955030773847,30153.0,116155.0,241420.0
politifact,175,1,315,314,314,1028912.0,3287.258785942492,465.0,14503.709645113937,0.6304575775420793,151749.0,212913.0,282561.0
politifact,176,1,35,34,34,16627621.0,503867.30303030304,12155.0,2660533.34836714,0.6815401344278017,299070.0,400452.0,463094.0
politifact,177,1,12,11,11,1163828.0,116382.8,3741.5,327740.1728225577,0.47589831140530126,198.0,31408.0,59794.0
politifact,178,1,104,103,103,24106700.0,236340.19607843139,10529.0,1804715.8896542715,0.7684138150534071,275105.0,727059.0,2363021.0
politifact,179,1,161,160,160,13777575.0,86651.41509433962,670.0,760925.1507087596,0.7955313570704132,57354.0,83400.0,137915.0
politifact,180,1,239,238,238,52766707.0,222644.33333333334,937.0,2078640.2681880116,0.8065043035649337,32608573.0,33131582.0,33164205.0
politifact,181,1,305,304,304,166046402.0,548007.9273927392,585.0,3239685.8689715806,0.7106376825292722,9158034.0,9191139.0,9489600.0
politifact,182,1,28,27,27,25060270.0,963856.5384615385,13239.0,4415944.635358069,0.6416757767361096,35709.0,140461.0,23328077.0
politifact,183,1,415,414,414,25967486.0,62875.26876513317,871.0,950278.7717802126,0.8758821141723135,232936.0,320235.0,465214.0
politifact,184,1,22,21,21,166340.0,8317.0,3848.0,14009.149713669278,0.254954382491856,17894.0,36579.0,70370.0
politifact,185,1,281,280,280,1383359.0,4958.275985663083,200.0,66464.88106222406,0.8611577479741283,30359.0,37236.0,93806.0
politifact,186,1,17,16,16,205934.0,13728.933333333332,2195.0,26969.68069633421,0.32533656682630374,6724.0,152912.0,180725.0
politifact,187,1,35,34,34,438993.0,13302.818181818182,973.0,32546.85886855084,0.4197203104744175,38068.0,43824.0,63294.0
politifact,188,1,265,264,264,12431265.0,47267.16730038023,3393.0,137625.24513297397,0.48870625161626885,255783.0,549091.0,5042992.0
politifact,189,1,100,99,99,204656180.0,2088328.3673469387,20683.5,6038046.039586281,0.48603688120369426,15580564.0,16351898.0,103654200.0
politifact,190,1,165,164,164,9867056.0,60534.08588957055,5252.0,292247.7119807238,0.6568185419145302,91804.0,286618.0,4130702.0
politifact,191,1,39,38,38,5984243.0,161736.2972972973,125.0,888164.4011306254,0.6919017245355213,29339.0,180335.0,181129.0
politifact,192,1,43,42,42,13328090.0,325075.3658536585,253.0,1738613.6762524717,0.6849570267409109,29329.0,30949.0,34828.0
politifact,193,1,71,70,70,1004622.0,14559.739130434782,2548.0,40499.32997429377,0.47112294605851324,84077.0,177045.0,340435.0
politifact,194,1,81,80,80,10431675.0,132046.51898734178,1588.0,749157.9562698049,0.7003044748523118,44975.0,63012.0,123623.0
politifact,195,1,257,256,256,13424738.0,52646.03137254902,284.0,452231.6746880517,0.7914503621745188,27554.0,60968.0,140570.0
politifact,196,1,192,191,191,7103897.0,37388.93157894737,3498.5,174491.43912018192,0.6470750786816419,172424.0,2038669.0,2562667.0
politifact,197,1,85,84,84,16979188.0,204568.53012048194,7810.0,1091830.891291578,0.6844050888303198,275719.0,354424.0,566010.0
politifact,198,1,240,239,239,70884464.0,297833.8823529412,555.0,2210099.1826650244,0.7624865778857558,110608.0,48993365.0,49416073.0
politifact,199,1,10,9,9,31669.0,3958.625,614.5,8158.627824847448,0.3466134515436526,25481.0,26039.0,28864.0
politifact,200,1,344,343,343,15936692.0,46598.51461988304,310.0,395432.71044129075,0.7891618873149328,39152.0,65305.0,95121.0
politifact,201,1,221,220,220,18948155.0,86521.25570776255,1875.0,507025.152323767,0.7084600141218731,74933.0,358081.0,13101687.0
politifact,202,1,62,61,61,12533233.0,208887.21666666667,1989.0,1528533.8060370695,0.7595433531227787,67132.0,339675.0,396137.0
politifact,203,1,464,463,463,42532755.0,92062.24025974025,845.0,1074914.4667193487,0.8422209462979625,6905043.0,8435298.0,9253376.0
politifact,204,1,99,98,98,53036658.0,546769.6701030928,1136.0,2833757.4264829103,0.6765180964499437,13519.0,69604.0,330187.0
politifact,205,1,28,27,27,1848219.0,71085.34615384616,1040.5,162058.01596767802,0.39020055722801605,240162.0,241323.0,273010.0
politifact,206,1,248,247,247,30720752.0,124881.10569105692,2022.5,697687.8740883984,0.6963632017231195,12716656.0,16447541.0,17222834.0
politifact,207,1,130,129,129,49512976.0,386820.125,6732.0,2013914.5566772204,0.6777485426005038,3160551.0,7986980.0,48374286.0
politifact,208,1,29,28,28,42364799.0,1569066.6296296297,2726.0,7934978.366519635,0.6698107741986985,8352.0,51975.0,42171168.0
politifact,209,1,193,192,192,6779041.0,35492.3612565445,260.0,379587.8702635466,0.8289855379208704,16411.0,29535.0,65939.0
politifact,210,1,22,21,21,427084.0,21354.2,2819.0,50645.307902707034,0.40682372360500185,104769.0,371980.0,373988.0
